S5INFT Index,,,,,,,,,,,,,,,,,,,,,,,S5FINL Index,,,,,,,,,,,,,,,,,,,,,,,S5ENRS Index,,,,,,,,,,,,,,,,,,,,,,,S5HLTH Index,,,,,,,,,,,,,,,,,,,,,,,S5CONS Index,,,,,,,,,,,,,,,,,,,,,,,S5COND Index,,,,,,,,,,,,,,,,,,,,,,,S5INDU Index,,,,,,,,,,,,,,,,,,,,,,,S5UTIL Index,,,,,,,,,,,,,,,,,,,,,,,S5TELS Index,,,,,,,,,,,,,,,,,,,,,,,S5MATR Index,,,,,,,,,,,,,,,,,,,,,,,GDP CURY Index,,,,,CPI XYOY Index,,,,,,,DXY Curncy,,,USGG5YR Index,,,BCOM Index,,,VIX Index,
Date,PX_LAST,RSI_30D,PCT_MEMB_PX_GT_50D_MOV_AVG,PCT_MEMB_PX_GT_250D_MOV_AVG,PCT_MEM_MACD_BUY_SIGNAL_LST_10D,PCT_MEM_MACD_SL_SIGNAL_LST_10D,VOLATILITY_260D,VOLATILITY_30D,PX_VOLUME,INDX_ADJ_PE,INDX_PX_BOOK,INDX_PX_SALES,GROSS_AGGTE_DVD_YLD,PX_TO_CASH_FLOW,PX_TO_EBITDA,OPER_MARGIN,PROF_MARGIN,GROSS_MARGIN,CUR_RATIO,CASH_FLOW_PER_SH,TOT_DEBT_TO_TOT_EQY,,Date,PX_LAST,RSI_30D,PCT_MEMB_PX_GT_50D_MOV_AVG,PCT_MEMB_PX_GT_250D_MOV_AVG,PCT_MEM_MACD_BUY_SIGNAL_LST_10D,PCT_MEM_MACD_SL_SIGNAL_LST_10D,VOLATILITY_260D,VOLATILITY_30D,PX_VOLUME,INDX_ADJ_PE,INDX_PX_BOOK,INDX_PX_SALES,GROSS_AGGTE_DVD_YLD,PX_TO_CASH_FLOW,PX_TO_EBITDA,OPER_MARGIN,PROF_MARGIN,GROSS_MARGIN,CUR_RATIO,CASH_FLOW_PER_SH,TOT_DEBT_TO_TOT_EQY,,Date,PX_LAST,RSI_30D,PCT_MEMB_PX_GT_50D_MOV_AVG,PCT_MEMB_PX_GT_250D_MOV_AVG,PCT_MEM_MACD_BUY_SIGNAL_LST_10D,PCT_MEM_MACD_SL_SIGNAL_LST_10D,VOLATILITY_260D,VOLATILITY_30D,PX_VOLUME,INDX_ADJ_PE,INDX_PX_BOOK,INDX_PX_SALES,GROSS_AGGTE_DVD_YLD,PX_TO_CASH_FLOW,PX_TO_EBITDA,OPER_MARGIN,PROF_MARGIN,GROSS_MARGIN,CUR_RATIO,CASH_FLOW_PER_SH,TOT_DEBT_TO_TOT_EQY,,Date,PX_LAST,RSI_30D,PCT_MEMB_PX_GT_50D_MOV_AVG,PCT_MEMB_PX_GT_250D_MOV_AVG,PCT_MEM_MACD_BUY_SIGNAL_LST_10D,PCT_MEM_MACD_SL_SIGNAL_LST_10D,VOLATILITY_260D,VOLATILITY_30D,PX_VOLUME,INDX_ADJ_PE,INDX_PX_BOOK,INDX_PX_SALES,GROSS_AGGTE_DVD_YLD,PX_TO_CASH_FLOW,PX_TO_EBITDA,OPER_MARGIN,PROF_MARGIN,GROSS_MARGIN,CUR_RATIO,CASH_FLOW_PER_SH,TOT_DEBT_TO_TOT_EQY,,Date,PX_LAST,RSI_30D,PCT_MEMB_PX_GT_50D_MOV_AVG,PCT_MEMB_PX_GT_250D_MOV_AVG,PCT_MEM_MACD_BUY_SIGNAL_LST_10D,PCT_MEM_MACD_SL_SIGNAL_LST_10D,VOLATILITY_260D,VOLATILITY_30D,PX_VOLUME,INDX_ADJ_PE,INDX_PX_BOOK,INDX_PX_SALES,GROSS_AGGTE_DVD_YLD,PX_TO_CASH_FLOW,PX_TO_EBITDA,OPER_MARGIN,PROF_MARGIN,GROSS_MARGIN,CUR_RATIO,CASH_FLOW_PER_SH,TOT_DEBT_TO_TOT_EQY,,Date,PX_LAST,RSI_30D,PCT_MEMB_PX_GT_50D_MOV_AVG,PCT_MEMB_PX_GT_250D_MOV_AVG,PCT_MEM_MACD_BUY_SIGNAL_LST_10D,PCT_MEM_MACD_SL_SIGNAL_LST_10D,VOLATILITY_260D,VOLATILITY_30D,PX_VOLUME,INDX_ADJ_PE,INDX_PX_BOOK,INDX_PX_SALES,GROSS_AGGTE_DVD_YLD,PX_TO_CASH_FLOW,PX_TO_EBITDA,OPER_MARGIN,PROF_MARGIN,GROSS_MARGIN,CUR_RATIO,CASH_FLOW_PER_SH,TOT_DEBT_TO_TOT_EQY,,Date,PX_LAST,RSI_30D,PCT_MEMB_PX_GT_50D_MOV_AVG,PCT_MEMB_PX_GT_250D_MOV_AVG,PCT_MEM_MACD_BUY_SIGNAL_LST_10D,PCT_MEM_MACD_SL_SIGNAL_LST_10D,VOLATILITY_260D,VOLATILITY_30D,PX_VOLUME,INDX_ADJ_PE,INDX_PX_BOOK,INDX_PX_SALES,GROSS_AGGTE_DVD_YLD,PX_TO_CASH_FLOW,PX_TO_EBITDA,OPER_MARGIN,PROF_MARGIN,GROSS_MARGIN,CUR_RATIO,CASH_FLOW_PER_SH,TOT_DEBT_TO_TOT_EQY,,Date,PX_LAST,RSI_30D,PCT_MEMB_PX_GT_50D_MOV_AVG,PCT_MEMB_PX_GT_250D_MOV_AVG,PCT_MEM_MACD_BUY_SIGNAL_LST_10D,PCT_MEM_MACD_SL_SIGNAL_LST_10D,VOLATILITY_260D,VOLATILITY_30D,PX_VOLUME,INDX_ADJ_PE,INDX_PX_BOOK,INDX_PX_SALES,GROSS_AGGTE_DVD_YLD,PX_TO_CASH_FLOW,PX_TO_EBITDA,OPER_MARGIN,PROF_MARGIN,GROSS_MARGIN,CUR_RATIO,CASH_FLOW_PER_SH,TOT_DEBT_TO_TOT_EQY,,Date,PX_LAST,RSI_30D,PCT_MEMB_PX_GT_50D_MOV_AVG,PCT_MEMB_PX_GT_250D_MOV_AVG,PCT_MEM_MACD_BUY_SIGNAL_LST_10D,PCT_MEM_MACD_SL_SIGNAL_LST_10D,VOLATILITY_260D,VOLATILITY_30D,PX_VOLUME,INDX_ADJ_PE,INDX_PX_BOOK,INDX_PX_SALES,GROSS_AGGTE_DVD_YLD,PX_TO_CASH_FLOW,PX_TO_EBITDA,OPER_MARGIN,PROF_MARGIN,GROSS_MARGIN,CUR_RATIO,CASH_FLOW_PER_SH,TOT_DEBT_TO_TOT_EQY,,Date,PX_LAST,RSI_30D,PCT_MEMB_PX_GT_50D_MOV_AVG,PCT_MEMB_PX_GT_250D_MOV_AVG,PCT_MEM_MACD_BUY_SIGNAL_LST_10D,PCT_MEM_MACD_SL_SIGNAL_LST_10D,VOLATILITY_260D,VOLATILITY_30D,PX_VOLUME,INDX_ADJ_PE,INDX_PX_BOOK,INDX_PX_SALES,GROSS_AGGTE_DVD_YLD,PX_TO_CASH_FLOW,PX_TO_EBITDA,OPER_MARGIN,PROF_MARGIN,GROSS_MARGIN,CUR_RATIO,CASH_FLOW_PER_SH,TOT_DEBT_TO_TOT_EQY,,Date,PX_LAST,PX_LAST_ACTUAL,PX_LAST_ALL_SESSIONS,,Date,PX_LAST,PX_LAST_ACTUAL,PX_LAST_ALL_SESSIONS,,,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST
1/19/2007,358.76,56.52,38.16,57.33,7.89,18.42,15.33,12.04,1923399296,24.0148,4.1989,2.6749,0.64,15.1605,14.5254,13.01,11.32,40.52,1.71,23.66,21.78,,1/19/2007,497.41,63.87,74.42,90.59,0,14.77,11.34,6.65,644325840,13.7047,2.0456,2.5788,2.34,#N/A N/A,#N/A N/A,20.4,15.87,#N/A N/A,#N/A N/A,-16.38,517.14,,1/19/2007,437.17,53.92,18.75,37.5,45.45,0,22.82,23.22,508464704,10.2809,2.5731,1.1081,1.54,7.0398,5.1652,16.84,11.27,21.41,1.23,62.1,34.91,,1/19/2007,402.42,61.87,83.64,80,5.45,5.45,10.17,6.22,480958352,19.0247,3.6911,1.8223,1.5,15.2134,12.1279,11.94,8.2,34.86,1.38,26.45,33.16,,1/19/2007,273.63,65.24,71.05,84.21,2.63,7.89,8.38,4.61,285189856,20.7061,4.2707,1.294,2.13,14.2393,10.6862,9.7,6.45,31.18,1.04,19.22,63.04,,1/19/2007,312.81,66.52,79.55,91.95,9.09,5.68,11.8,7.4,735918416,21.3061,2.9839,1.0155,1.04,15.053,8.6815,6.72,3.98,26.01,1.15,20.78,102.4,,1/19/2007,327.06,59.62,76.92,90.38,19.23,9.62,11.87,7.43,364032280,18.3165,3.2881,1.5401,1.89,11.5664,9.387,12.52,8.83,28.11,0.83,28.28,151.86,,1/19/2007,183.37,61.26,56.25,93.75,0,9.38,11.37,8.22,122014300,16.8041,2.1168,1.403,3.27,6.9088,5.1901,17.35,8.3,52.44,0.93,26.54,131.98,,1/19/2007,152.69,62.45,88.89,87.5,0,22.22,13.6,10.45,172960600,18.38,1.8824,1.6664,3.37,6.3264,5.157,14.91,8.72,58.16,0.71,24.14,57.03,,1/19/2007,222.25,61.46,86.21,96.55,10.34,3.45,17.15,12.02,167331884,14.2393,2.9691,1.2992,2.6,10.3734,7.3076,12.82,8.72,23.49,1.7,21.42,51.51,,,,,,,,,,,,,,1/19/2007,84.86,,1/19/2007,4.7787,,1/19/2007,160.4048,,1/19/2007,10.4
1/26/2007,357.62,56.14,38.16,60,10.53,26.32,15.43,13.28,2325195136,23.9407,4.1874,2.6657,0.64,15.0515,14.474,13.01,11.32,40.53,1.71,23.76,21.77,,1/26/2007,495.48,63.09,69.77,91.76,1.14,25,11.43,8.05,779004272,13.6516,2.0376,2.5688,2.35,#N/A N/A,#N/A N/A,20.4,15.87,#N/A N/A,#N/A N/A,-16.38,517.14,,1/26/2007,439.16,54.24,18.75,40.63,60.61,0,22.97,25.22,578285496,10.334,2.5848,1.1139,1.53,7.0761,5.1919,16.84,11.27,21.41,1.23,62.06,34.91,,1/26/2007,396.66,58.98,72.73,80,3.64,16.36,10.24,7.73,594827880,18.7369,3.6323,1.7954,1.52,14.955,11.9451,11.94,8.2,34.87,1.38,26.52,33.11,,1/26/2007,271.98,63.53,65.79,86.84,5.26,18.42,8.39,5.25,327935076,20.5812,4.2449,1.2862,2.14,14.1534,10.6218,9.7,6.45,31.18,1.04,19.22,63.04,,1/26/2007,306.53,62.85,60.23,86.21,3.41,26.14,11.88,8.98,892559008,20.8784,2.924,0.9951,1.07,14.7507,8.5072,6.72,3.98,26.01,1.15,20.78,102.4,,1/26/2007,321.99,57.03,59.62,84.62,3.85,21.15,11.97,9.24,449048232,18.0325,3.2371,1.5162,1.92,11.3871,9.2415,12.52,8.83,28.11,0.83,28.28,151.86,,1/26/2007,184.52,62.05,56.25,96.88,15.63,3.13,11.39,8.4,175049800,16.9095,2.1301,1.4118,3.25,6.9521,5.2226,17.35,8.3,52.44,0.93,26.54,131.98,,1/26/2007,156.33,64.6,88.89,87.5,11.11,44.44,13.87,13.42,201289600,18.8182,1.9272,1.7061,3.29,6.4772,5.28,14.91,8.72,58.16,0.71,24.14,57.03,,1/26/2007,224.19,62.19,68.97,93.1,3.45,13.79,17.17,12.87,232070900,14.3636,2.995,1.3105,2.58,10.464,7.3714,12.82,8.72,23.49,1.7,21.42,51.51,,,,,,,,,,,,,,1/26/2007,85.23,,1/26/2007,4.8639,,1/26/2007,163.551,,1/26/2007,11.13
2/2/2007,361.48,57.14,52,63.51,18.67,5.33,15.05,12.98,1969493408,23.9439,4.2121,2.6708,0.6,15.4344,14.5404,13.02,11.02,40.51,1.7,23.42,21.59,,2/2/2007,502.59,64.73,82.56,95.29,9.09,13.64,11.2,8.26,798122880,13.8475,2.0669,2.6057,2.34,#N/A N/A,#N/A N/A,20.4,15.87,#N/A N/A,#N/A N/A,-16.38,517.14,,2/2/2007,453.52,56.5,62.5,53.13,12.12,0,22.86,23.53,555149992,10.6751,2.6694,1.1506,1.48,7.3097,5.3633,16.84,11.27,21.41,1.23,62.04,34.91,,2/2/2007,402.99,61.04,85.45,83.64,3.64,20,10.08,7.98,618067960,19.0346,3.6897,1.8239,1.5,15.1956,12.1351,11.94,8.2,34.87,1.38,26.52,33.08,,2/2/2007,274.56,65.01,81.58,86.84,7.89,21.05,8.28,5.52,396071732,20.6791,4.2531,1.2891,2.12,14.2539,10.5927,9.76,6.43,31.19,1.05,19.26,62.35,,2/2/2007,313.25,64.98,78.65,94.32,6.74,19.1,11.73,8.87,873650784,21.4685,2.997,1.0192,1.04,14.9096,8.7323,6.69,3.95,26.05,1.16,21.01,103.5,,2/2/2007,331.49,60.36,90.38,90.38,3.85,13.46,11.8,9.7,535383440,18.5572,3.3315,1.5602,1.87,11.7008,9.5103,12.52,8.83,28.12,0.83,28.33,151.78,,2/2/2007,188.22,64.46,78.13,96.88,21.88,3.13,11.33,8.41,183517600,17.2485,2.1728,1.4401,3.19,7.0915,5.3274,17.35,8.3,52.44,0.93,26.54,131.98,,2/2/2007,160.58,66.89,88.89,87.5,11.11,22.22,13.78,13.78,202139800,19.3298,1.9796,1.7525,3.2,6.6533,5.4235,14.91,8.72,58.16,0.71,24.14,57.03,,2/2/2007,227.51,63.42,75.86,96.55,3.45,10.34,17.03,12.54,219524300,14.5763,3.0394,1.33,2.55,10.6189,7.4805,12.82,8.72,23.49,1.7,21.42,51.51,,,,,,,,,,,,,,2/2/2007,84.96,,2/2/2007,4.8139,,2/2/2007,165.106,,2/2/2007,10.08
2/9/2007,358.81,56.22,56,64.86,16,5.33,15.07,13.05,1950087552,23.769,4.1818,2.6508,0.62,15.3148,14.4275,13.03,11.02,40.51,1.7,23.43,21.6,,2/9/2007,499.33,63.39,77.91,95.29,10.23,19.32,11.16,8.42,813796384,13.7576,2.0535,2.5887,2.36,#N/A N/A,#N/A N/A,20.4,15.87,#N/A N/A,#N/A N/A,-16.38,517.14,,2/9/2007,450.58,55.91,50,56.25,3.03,6.06,22.62,23.17,469205888,10.6052,2.6521,1.1431,1.49,7.2618,5.3281,16.84,11.27,21.41,1.23,62.05,34.91,,2/9/2007,399.52,59.35,78.18,85.45,5.45,27.27,9.99,7.83,494175224,18.8707,3.658,1.8082,1.54,15.0647,12.0306,11.94,8.2,34.87,1.38,26.52,33.08,,2/9/2007,271.56,61.97,65.79,81.58,2.63,28.95,8.24,5.54,333100076,20.423,4.2017,1.2716,2.15,14.034,10.4629,9.75,6.43,31.16,1.05,19.35,62.33,,2/9/2007,311.22,63.84,78.65,92.05,2.25,16.85,11.73,9.25,837282464,21.078,2.9578,1.007,1.05,14.4684,8.6077,6.74,3.96,26.11,1.16,21.51,102.67,,2/9/2007,327.2,58.25,76.92,86.54,3.85,13.46,11.78,9.52,404523824,18.317,3.2883,1.5401,1.9,11.5494,9.3872,12.52,8.83,28.12,0.83,28.33,151.78,,2/9/2007,192.92,67.2,90.63,96.88,0,3.13,11.21,9.05,177734100,17.6793,2.2271,1.4761,3.12,7.2686,5.4604,17.35,8.3,52.44,0.93,26.54,131.98,,2/9/2007,157.66,63.95,88.89,87.5,0,55.56,13.69,13.91,197932000,18.9783,1.9436,1.7206,3.26,6.5323,5.3249,14.91,8.72,58.16,0.71,24.14,57.03,,2/9/2007,227.68,63.49,72.41,96.55,6.9,24.14,16.97,11.23,186140412,14.5872,3.0417,1.3309,2.55,10.6269,7.4861,12.82,8.72,23.49,1.7,21.42,51.51,,,,,,,,,,,,,,2/9/2007,84.88,,2/9/2007,4.771,,2/9/2007,167.3898,,2/9/2007,11.1
2/16/2007,363.75,57.53,66.67,67.57,10.67,12,14.98,12.61,1690005792,24.0963,4.2394,2.6873,0.62,15.5256,14.6261,13.03,11.02,40.51,1.7,23.43,21.6,,2/16/2007,507.25,65.19,83.91,95.29,5.68,17.05,11.16,8.43,682187376,13.8992,2.0798,2.6249,2.33,#N/A N/A,#N/A N/A,20.39,15.9,#N/A N/A,#N/A N/A,-16.58,518.76,,2/16/2007,446.65,55.13,50,53.13,0,21.21,22.54,19.84,448535864,10.5116,2.6289,1.133,1.55,7.1978,5.2811,16.84,11.27,21.41,1.23,62.05,34.91,,2/16/2007,402.3,60.26,82.14,87.5,5.36,25,9.92,7.38,517972288,19.0268,3.6912,1.8246,1.52,15.191,12.1305,11.96,8.22,34.89,1.38,26.48,33.03,,2/16/2007,275.35,64.16,78.95,86.84,10.53,7.89,8.21,5.23,365712632,20.708,4.2604,1.2893,2.13,14.2298,10.6089,9.75,6.43,31.16,1.05,19.35,62.33,,2/16/2007,314.73,64.94,76.4,92.05,1.12,22.47,11.76,9.27,759484928,21.3131,2.9911,1.0183,1.04,14.6204,8.7035,6.74,3.96,26.11,1.16,21.53,102.67,,2/16/2007,333.89,60.48,90.2,94.12,1.96,13.73,11.81,10.16,437966648,18.6476,3.3542,1.5692,1.87,11.7455,9.5536,12.53,8.84,28.1,0.83,28.43,152.27,,2/16/2007,193.41,67.47,87.5,100,0,0,11.11,7.02,155071148,17.7242,2.2327,1.4798,3.09,7.2871,5.4743,17.35,8.3,52.44,0.93,26.54,131.98,,2/16/2007,160.92,65.69,100,87.5,0,22.22,13.68,13.32,172485608,19.3707,1.9838,1.7562,3.19,6.6674,5.435,14.91,8.72,58.16,0.71,24.14,57.03,,2/16/2007,235.47,66.24,86.21,96.55,6.9,10.34,16.91,11.14,214977620,15.0863,3.1457,1.3765,2.37,10.9905,7.7423,12.82,8.72,23.49,1.7,21.42,51.51,,,,,,,,,,,,,,2/16/2007,84.06,,2/16/2007,4.6743,,2/16/2007,168.2696,,2/16/2007,10.02
2/23/2007,365,57.86,74.67,78.38,9.33,12,14.87,12.23,1397148800,24.1792,4.2544,2.6966,0.62,15.5788,14.676,13.03,11.02,40.51,1.7,23.43,21.6,,2/23/2007,501.4,62.83,72.41,95.29,5.68,21.59,11.19,9.13,556264472,13.6981,2.0533,2.5891,2.35,#N/A N/A,#N/A N/A,20.4,15.9,#N/A N/A,#N/A N/A,-16.07,520.78,,2/23/2007,451.66,55.94,75,65.63,0,12.12,22.16,18.85,399270400,10.6343,2.6584,1.1462,1.53,7.2818,5.3428,16.84,11.27,21.41,1.23,62.03,34.91,,2/23/2007,398.16,58.24,75,87.5,7.14,25,9.87,7.03,427551008,18.831,3.6532,1.8059,1.55,15.0346,12.0056,11.96,8.22,34.89,1.38,26.48,33.03,,2/23/2007,274.05,62.88,71.05,89.47,7.89,18.42,8.22,5.23,284275400,20.6135,4.2412,1.2809,2.14,14.2397,10.5609,9.72,6.41,31.12,1.05,19.25,62.36,,2/23/2007,314.17,64.62,69.66,93.18,6.74,26.97,11.75,9.01,625274976,21.2752,2.9858,1.0165,1.04,14.5944,8.688,6.74,3.96,26.11,1.16,21.53,102.67,,2/23/2007,331.55,59.34,84.31,90.2,1.96,17.65,11.76,10.21,285948824,18.5169,3.3307,1.5582,1.91,11.6632,9.4866,12.53,8.84,28.1,0.83,28.43,152.27,,2/23/2007,195.68,68.7,87.5,100,0,28.13,11.15,7.55,137492600,17.8373,2.2511,1.4612,3.06,7.4045,5.5399,16.96,8.16,51.2,0.93,26.43,131.89,,2/23/2007,160.56,65.33,100,87.5,0,0,13.53,12.44,151303100,19.3274,1.9794,1.7523,3.18,6.6525,5.4228,14.91,8.72,58.16,0.71,24.14,57.03,,2/23/2007,237.71,66.98,86.21,96.55,3.45,10.34,16.72,11.24,155041840,15.2298,3.1757,1.3896,2.35,11.095,7.8159,12.82,8.72,23.49,1.7,21.42,51.51,,,,,,,,,,,,,,2/23/2007,84.05,,2/23/2007,4.6498,,2/23/2007,173.3881,,2/23/2007,10.58
3/2/2007,344.03,50.99,28,58.11,1.33,42.67,15.36,16.49,2557289120,22.8374,4.0074,2.538,0.66,14.7498,13.8609,12.97,10.96,40.47,1.69,23.32,21.77,,3/2/2007,476.6,54.22,18.39,84.71,0,35.23,11.77,14.66,1163060176,12.9685,1.9465,2.4553,2.49,#N/A N/A,#N/A N/A,20.36,15.88,#N/A N/A,#N/A N/A,-19.28,528.17,,3/2/2007,428.92,51.53,36.36,43.75,3.03,39.39,22.49,20.08,638929616,10.0922,2.5246,1.0878,1.61,6.9105,5.0704,16.84,11.27,21.41,1.23,62.07,34.91,,3/2/2007,385.42,52.63,47.27,63.64,1.82,30.91,10.23,10.87,793479992,18.2406,3.5442,1.7495,1.6,14.5612,11.6345,11.96,8.22,34.89,1.38,26.47,32.87,,3/2/2007,265.54,55.37,36.84,76.32,0,28.95,8.91,12.22,459438332,19.8991,4.0957,1.2336,2.2,13.7532,10.1768,9.71,6.41,31.13,1.06,19.31,61.94,,3/2/2007,297.93,56.14,26.97,77.27,0,29.21,12.36,14.68,1206799552,20.3286,2.8298,0.9642,1.09,13.7665,8.2748,6.69,3.93,26.07,1.16,21.64,102.59,,3/2/2007,317.92,53.25,38.46,76.92,0,53.85,12.15,13.84,545219088,17.8115,3.2041,1.4918,2,11.2551,9.1284,12.47,8.8,27.93,0.83,28.25,151.82,,3/2/2007,192.45,65.07,65.63,100,0,56.25,11.82,14.44,342667068,17.5429,2.2139,1.4371,3.11,7.2823,5.4484,16.96,8.16,51.2,0.93,26.43,131.89,,3/2/2007,157.37,62.2,55.56,100,0,44.44,14.07,18.65,296269112,18.9434,1.9401,1.7175,3.24,6.5203,5.3151,14.91,8.72,58.16,0.71,24.14,57.03,,3/2/2007,225.53,59.62,41.38,93.1,0,58.62,17.2,18.11,326477020,14.3948,3.0017,1.3166,2.48,10.4245,7.3939,12.85,8.74,23.52,1.71,21.63,51.33,,,,,,,,,,,,,,3/2/2007,83.74,,3/2/2007,4.4309,,3/2/2007,168.0822,,3/2/2007,18.61
3/9/2007,347.84,52.06,42.67,62.16,5.33,16,15.36,16.29,1980476992,23.0903,4.0518,2.5661,0.65,14.9132,14.0144,12.97,10.96,40.47,1.69,23.32,21.77,,3/9/2007,480.85,55.3,24.14,83.53,2.27,5.68,11.97,16.37,928245264,13.0863,1.9639,2.478,2.48,#N/A N/A,#N/A N/A,20.36,15.9,#N/A N/A,#N/A N/A,-19.17,527.61,,3/9/2007,440.17,53.41,72.73,56.25,12.12,9.09,22.43,18.98,593833104,10.3622,2.5908,1.1169,1.57,7.0954,5.206,16.84,11.27,21.41,1.23,62.04,34.91,,3/9/2007,389.01,53.92,45.45,72.73,0,12.73,10.23,11.02,625797232,18.411,3.5776,1.7661,1.59,14.6954,11.7427,11.97,8.23,34.89,1.38,26.47,32.88,,3/9/2007,268.33,57.11,39.47,84.21,5.26,13.16,8.98,12.9,442168376,20.1082,4.1387,1.2466,2.18,13.8977,10.2837,9.71,6.41,31.13,1.06,19.31,61.94,,3/9/2007,301.16,57.29,35.96,79.55,2.25,12.36,12.45,15.28,1006219552,20.5056,2.8569,0.9728,1.09,13.891,8.353,6.69,3.94,26.06,1.17,21.68,102.49,,3/9/2007,321.23,54.43,50,76.92,3.85,15.38,12.15,13.42,431037280,17.997,3.2374,1.5073,1.98,11.3723,9.2235,12.47,8.8,27.93,0.83,28.25,151.82,,3/9/2007,192.82,65.28,56.25,96.88,0,34.38,11.93,15.27,212577100,17.5766,2.2182,1.4398,3.11,7.2963,5.4589,16.96,8.16,51.2,0.93,26.43,131.89,,3/9/2007,157.46,62.26,77.78,87.5,0,11.11,14.34,18.82,230135736,18.9542,1.9412,1.7185,3.26,6.524,5.3181,14.91,8.72,58.16,0.71,24.14,57.03,,3/9/2007,230.34,61.36,65.52,96.55,0,37.93,17.39,18.96,219460352,14.7144,3.0718,1.3461,2.43,10.6357,7.5528,12.88,8.78,23.56,1.71,21.66,51.07,,,,,,,,,,,,,,3/9/2007,84.25,,3/9/2007,4.5466,,3/9/2007,167.8426,,3/9/2007,14.09
3/16/2007,347.88,52.07,40,62.16,17.33,6.67,15.38,17.71,2080568320,23.093,4.0523,2.5664,0.65,14.9149,14.0161,12.97,10.96,40.47,1.69,23.32,21.77,,3/16/2007,469.48,51.89,11.36,72.94,5.68,0,12.4,18.85,1211054656,12.7767,1.9175,2.4193,2.54,#N/A N/A,#N/A N/A,20.36,15.9,#N/A N/A,#N/A N/A,-19.17,527.61,,3/16/2007,433.25,52.12,45.45,56.25,12.12,6.06,22.24,18.52,542989704,10.2025,2.5501,1.0997,1.6,6.9861,5.1258,16.84,11.27,21.41,1.23,62.02,34.91,,3/16/2007,384.04,51.89,43.64,69.09,18.18,7.27,10.24,11.32,723095248,18.1758,3.5319,1.7435,1.61,14.5076,11.5927,11.97,8.23,34.89,1.38,26.47,32.88,,3/16/2007,265.96,55.22,34.21,78.95,21.05,7.89,9.09,13.96,540096944,19.9306,4.1022,1.2356,2.23,13.775,10.1929,9.71,6.41,31.13,1.06,19.31,61.94,,3/16/2007,295.15,54.54,19.1,68.18,10.11,3.37,12.57,15.91,1237404896,20.0964,2.7999,0.9534,1.12,13.6137,8.1864,6.69,3.94,26.06,1.17,21.68,102.49,,3/16/2007,320.31,54.04,40.38,75,11.54,5.77,12.22,13.87,479822520,17.9454,3.2281,1.503,1.98,11.3397,9.197,12.47,8.8,27.93,0.83,28.25,151.82,,3/16/2007,194.42,66.23,68.75,96.88,6.25,12.5,11.88,16.59,242982944,17.7224,2.2366,1.4518,3.08,7.3568,5.5042,16.96,8.16,51.2,0.93,26.43,131.89,,3/16/2007,157.6,62.34,44.44,87.5,0,22.22,14.15,18.39,214007288,18.97,1.9435,1.7202,3.26,6.5292,5.3221,14.91,8.73,58.17,0.71,24.14,57.09,,3/16/2007,229.27,60.76,51.72,96.55,10.34,6.9,17.58,21.08,274862668,14.6461,3.0576,1.3399,2.42,10.5863,7.5177,12.88,8.78,23.56,1.71,21.66,51.07,,,,,,,,,,,,,,3/16/2007,83.19,,3/16/2007,4.4645,,3/16/2007,166.7282,,3/16/2007,16.79
3/23/2007,356.07,54.36,54.67,68.92,41.33,5.33,15.5,18.51,1939799616,23.6784,4.1549,2.6325,0.64,15.2795,14.3659,12.98,10.96,40.49,1.7,23.3,21.77,,3/23/2007,487.65,56.34,48.89,88.51,57.78,0,12.66,20.68,788987592,13.3586,1.9983,2.5227,2.45,#N/A N/A,#N/A N/A,20.37,15.91,#N/A N/A,#N/A N/A,-18.92,525.6,,3/23/2007,462.18,56.64,93.94,78.13,15.15,3.03,22.33,20.54,563554160,10.8845,2.7158,1.173,1.5,7.4529,5.4657,16.84,11.27,21.4,1.23,62.01,35.08,,3/23/2007,394.19,55.44,61.11,75.93,35.19,5.56,10.33,12.64,545396544,18.5874,3.6173,1.8408,1.59,14.8165,11.8737,12.31,8.45,36.23,1.39,26.6,33.6,,3/23/2007,273.46,59.59,73.68,86.84,23.68,2.63,9.11,14.73,389516240,20.5017,4.177,1.2461,2.14,14.1977,10.4409,9.55,6.29,30.95,1.07,19.26,61.58,,3/23/2007,304.92,57.94,46.07,78.41,50.56,1.12,12.69,17.12,864865184,20.7942,2.9108,0.9813,1.08,14.1164,8.4703,6.65,3.91,26,1.17,21.6,103.35,,3/23/2007,330.98,57.68,63.46,84.62,34.62,1.92,12.31,14.85,372171640,18.5461,3.3333,1.5531,1.92,11.7151,9.5024,12.47,8.79,27.92,0.83,28.25,151.82,,3/23/2007,202.28,70.32,93.75,100,9.38,0,12.01,17.22,226541240,18.4325,2.3261,1.5086,2.97,7.6578,5.7226,16.95,8.15,51.18,0.93,26.41,131.96,,3/23/2007,164.2,66.05,100,87.5,0,11.11,14.2,19.45,180722504,19.7479,2.0231,1.7912,3.13,6.7971,5.5417,14.91,8.72,58.17,0.71,24.16,57.05,,3/23/2007,236.59,63.3,75,96.43,17.86,0,17.55,21.69,237068792,15.9996,3.1819,1.3574,2.45,11.6171,7.79,12.44,8.32,23.32,1.69,20.37,53.54,,,,,,,,,,,,,,3/23/2007,83.28,,3/23/2007,4.51,,3/23/2007,168.9752,,3/23/2007,12.95
